carries,mean_solving_time
0,6.3042
1,20.916249999999998
2,20.7692
3,21.3152
4,41.714
5,28.39033333333333
6,16.14166666666667
8,41.57899999999999
12,32.7884
0,4.1892
1,26.966333333333335
2,22.035249999999998
3,22.9705
4,39.555600000000005
5,39.660000000000004
6,25.201500000000003
8,34.564
12,15.7166
0,18.262999999999998
1,21.224
2,30.707
3,31.5662
4,25.438499999999998
5,27.8144
6,30.796249999999997
8,32.7925
12,17.707333333333334
0,18.5678
1,25.623
2,22.9312
3,23.260199999999998
4,30.6458
5,32.012
6,28.338600000000003
8,49.48219999999999
12,71.1656
0,17.3836
1,59.60325
2,41.0612
3,20.115000000000002
4,32.5506
5,42.762
6,25.0448
8,30.068999999999996
12,58.033
0,26.819
1,24.601000000000003
2,22.76175
3,29.153000000000002
4,31.608666666666664
5,31.653
6,26.369799999999998
8,31.910999999999998
12,21.572499999999998
0,12.852400000000003
1,14.0345
2,21.0524
3,18.529
4,21.194666666666667
5,29.089749999999995
6,21.957333333333334
8,33.1548
12,8.847999999999999
0,13.363000000000003
1,20.7798
2,14.985
3,21.195500000000003
4,22.9938
5,16.04675
6,18.073
8,30.013800000000003
12,16.1432
0,18.736
1,18.527749999999997
2,18.86
3,37.8432
4,33.1256
5,31.9532
6,39.146
8,57.3774
12,75.3945
0,9.2482
1,21.414
2,24.5096
3,27.4666
4,27.5282
5,40.3074
6,33.982
8,29.602600000000002
12,30.3162
0,6.043399999999999
1,22.269399999999997
2,12.36375
3,18.1325
4,19.9848
5,28.096666666666664
6,41.352
8,28.7265
12,13.517999999999997
0,9.9678
1,18.894
2,16.464399999999998
3,21.838
4,36.5685
5,49.7668
6,36.5522
8,55.86233333333334
12,6.946666666666666
0,25.3712
1,28.4646
2,32.333600000000004
3,31.2514
4,40.556000000000004
5,35.263200000000005
6,31.445999999999998
8,34.948
12,27.1966
0,12.0748
1,22.702399999999997
2,16.5548
3,22.782
4,19.2412
5,24.0172
6,30.8716
8,93.55499999999999
12,15.679199999999998
0,26.274500000000003
1,25.679399999999998
2,27.884
4,48.10175000000001
5,30.372
12,6.789
0,16.137
1,33.778200000000005
2,37.14875
3,22.8562
4,30.314499999999995
5,30.625
6,28.726599999999998
8,92.65079999999999
12,36.272800000000004
0,9.5022
1,16.4052
2,20.190999999999995
3,16.244500000000002
4,21.573333333333334
5,25.986199999999997
6,32.623
8,33.0812
12,20.507799999999996
0,46.2498
1,47.142399999999995
2,36.2188
3,48.1462
4,35.79125
5,41.7048
6,40.0296
8,136.48333333333335
0,23.305
1,20.18466666666667
2,22.0588
3,21.609199999999998
4,43.425200000000004
5,26.578000000000003
6,22.92
8,21.651333333333337
12,18.287600000000005
0,18.7278
1,20.690999999999995
2,17.654
3,28.8496
4,24.391800000000003
5,27.112
6,29.558666666666667
8,26.662
12,23.8204
0,12.1292
1,53.6884
2,28.738500000000002
3,34.5745
4,38.6608
5,56.769
6,36.3874
8,54.48819999999999
12,27.635
0,31.914599999999997
1,24.378750000000004
2,26.9132
3,22.555400000000002
4,24.341
5,31.52675
6,30.494799999999998
8,27.8902
12,29.6515
0,18.5086
1,30.665399999999998
2,26.065199999999997
3,25.0156
4,27.72625
5,33.561400000000006
6,24.9825
8,49.303
12,49.671
0,12.9742
1,21.4632
2,18.29275
3,18.5654
4,20.0365
5,24.487000000000002
6,18.5685
8,27.7018
12,24.276999999999997
0,8.9472
1,19.413
2,17.282
3,25.316999999999997
4,27.232400000000002
5,27.456400000000002
6,30.345800000000004
8,36.689
12,20.0416
0,4.9406
1,13.828800000000001
2,18.8572
3,13.996599999999997
4,16.7564
5,21.387
6,19.854
8,31.483800000000002
12,13.712666666666665
0,7.7856000000000005
1,23.328
2,21.1785
3,21.7428
4,21.012800000000002
5,24.991999999999997
6,21.856
8,26.318400000000004
12,11.5505
0,26.4058
1,31.333199999999998
2,28.180199999999996
3,42.083
4,50.333333333333336
5,58.40775000000001
6,28.051333333333332
8,53.907
12,48.539
0,49.0706
1,32.6184
2,30.814333333333337
3,36.207499999999996
4,37.70125
5,39.64166666666667
6,41.595333333333336
8,38.833
12,32.3414
0,34.4644
1,33.958800000000004
2,29.616999999999997
3,35.2116
4,35.535399999999996
5,36.951
6,43.0826
8,44.1334
12,23.0928
0,21.868199999999995
1,21.441
2,25.3838
3,26.2862
4,26.533800000000003
5,30.942400000000003
6,37.9184
8,27.751800000000003
12,21.9888
0,9.5306
1,18.5042
2,16.0674
3,17.08025
4,17.779
5,22.166499999999996
6,18.0482
8,33.38675
12,22.470599999999997
0,7.093999999999999
1,18.154600000000002
2,22.0466
3,21.363
4,16.6538
5,30.564500000000002
6,9.11375
8,15.7978
12,5.989333333333334
