carries,mean_solving_time
0,3.010799999999999
1,5.3317
2,12.118444444444444
3,8.629111111111111
0,3.9229999999999996
1,10.462
2,11.056799999999999
3,14.859399999999999
0,3.7960000000000003
1,8.1698
2,16.3967
3,28.064625000000003
0,5.2684
1,6.7867999999999995
2,10.525299999999998
3,11.747555555555557
0,6.6815000000000015
1,12.819555555555556
2,12.238400000000002
3,13.9344
0,3.093
1,5.072222222222223
2,6.7730999999999995
3,11.289125000000002
0,2.4248000000000003
1,7.5712222222222225
2,9.727799999999998
3,9.47175
0,4.0419
1,6.862100000000001
2,12.744299999999999
3,18.172500000000003
0,3.7372000000000005
1,5.8594
2,12.433444444444445
3,17.354666666666667
0,7.1866
1,13.837299999999999
2,19.8504
3,26.256375
0,5.832000000000001
1,11.755500000000001
2,20.398100000000007
3,26.750600000000002
0,6.268199999999999
1,11.5599
2,13.189100000000002
3,15.393888888888888
0,3.5930999999999997
1,8.4634
2,11.902666666666667
3,14.564222222222222
0,4.575900000000001
1,9.893699999999999
2,11.897400000000001
3,16.623600000000003
0,4.979699999999999
1,9.286
2,19.632250000000003
3,23.46925
0,3.4484444444444446
1,12.511600000000001
2,18.839285714285715
3,28.123
0,2.6877000000000004
1,5.0453
2,6.91225
3,8.292857142857143
0,3.7775999999999996
1,14.621699999999999
2,13.204666666666666
3,17.212777777777777
0,3.3281
1,7.6947
2,12.883625
3,14.631124999999999
0,2.1183
1,4.638400000000001
2,5.799888888888889
3,5.219625
0,5.093
1,10.066374999999999
2,17.741666666666664
3,38.48975
0,4.326199999999999
1,13.804400000000001
2,18.614699999999996
3,17.5141
0,3.3249000000000004
1,7.171444444444445
2,17.040999999999997
3,20.646444444444445
0,3.0619
1,2.9682000000000004
2,5.687875
3,10.742600000000001
0,4.282500000000001
1,7.0063
2,13.0204
3,26.761625000000002
0,5.971599999999999
1,9.61988888888889
2,13.001200000000003
3,17.6024
0,3.6857999999999995
1,7.037000000000001
2,10.399999999999999
3,35.743624999999994
0,3.8194000000000004
1,8.9422
2,12.638399999999999
3,23.261400000000002
0,3.2650999999999994
1,12.994899999999998
2,13.894200000000001
3,13.847
0,3.6698999999999997
1,5.924222222222222
2,11.4988
3,10.8164
