carries,accuracy
0,1.0
1,1.0
2,1.0
3,0.9
4,1.0
0,1.0
1,1.0
2,1.0
3,0.8
4,1.0
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
0,1.0
1,1.0
2,0.8
3,1.0
4,0.9
0,1.0
1,1.0
2,1.0
3,0.8
4,1.0
0,1.0
1,1.0
2,1.0
3,0.9
4,1.0
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
0,1.0
1,1.0
2,0.6
3,0.9
4,1.0
