carries,mean_solving_time
0,3.0019
1,4.456900000000001
2,5.3412999999999995
3,5.429375
0,3.9577777777777774
1,4.417857142857144
2,6.86025
3,9.525857142857143
0,2.868875
1,4.887099999999999
2,9.065999999999999
3,9.177
0,3.4405
1,4.0108999999999995
2,5.409750000000001
3,9.367333333333335
0,3.3125
1,4.774444444444445
2,5.337333333333333
3,7.695625
0,3.6260000000000003
1,4.678625
2,5.8431250000000015
3,8.977555555555556
0,2.9595
1,3.6306249999999998
2,8.68525
3,8.7036
0,3.74975
1,6.856222222222222
2,10.672857142857142
3,14.495555555555553
0,4.162222222222223
1,6.8432
2,8.752999999999998
3,11.351666666666667
0,4.793799999999999
1,6.2278
2,7.5055999999999985
3,9.435799999999999
0,3.0489000000000006
1,3.9592222222222215
2,6.437333333333333
3,6.132399999999999
0,3.564625
1,4.0241428571428575
2,7.376777777777777
3,9.294333333333334
0,3.1721999999999997
1,3.9893
2,8.941300000000002
3,5.921428571428571
0,2.6934
1,3.215111111111111
2,4.597125
3,3.952571428571429
0,2.9803
1,6.428888888888888
2,4.905
3,8.3415
0,3.3213
1,5.0493749999999995
2,6.874999999999999
3,6.836
0,4.022399999999999
1,6.302125
2,5.256
3,15.231333333333334
0,3.9126000000000003
1,7.717222222222222
2,10.036999999999999
3,13.441
0,3.2621
1,4.9961
2,7.4620000000000015
3,7.314222222222223
0,4.1933333333333325
1,6.0713333333333335
2,8.448222222222222
3,9.1726
0,4.306222222222222
1,6.2136000000000005
2,7.7401
3,9.9663
0,2.5180000000000002
1,5.7638
2,10.434600000000001
3,8.7369
0,4.245555555555556
1,8.101099999999999
2,12.374444444444444
3,17.997374999999998
0,2.8324
1,4.2573333333333325
2,4.7696000000000005
3,5.634600000000001
0,3.3650000000000007
1,4.264333333333334
2,4.645625
3,5.66525
0,3.6442499999999995
1,3.9097999999999997
2,7.90775
3,8.233500000000001
0,3.6603000000000003
1,4.454625
2,7.128714285714286
3,6.984285714285713
0,2.9053750000000003
1,4.355
2,5.652200000000001
3,7.3817
0,2.680111111111111
1,3.9490000000000003
2,5.3683749999999995
3,7.075699999999999
0,3.3859000000000004
1,3.7219
2,4.5278
3,6.8995
0,2.6806666666666663
1,3.8211250000000003
2,3.9411999999999994
3,4.6438749999999995
0,3.5478
1,3.7506249999999994
2,4.381571428571428
3,4.706333333333333
0,2.8856
1,3.6543333333333337
2,4.350333333333333
3,6.184888888888888
0,3.0634444444444444
1,4.6055
2,5.348714285714286
3,7.155625000000001
0,2.5896
1,4.212375
2,6.140666666666667
3,8.376100000000001
0,3.7985999999999995
1,6.586571428571427
2,6.419285714285713
3,7.393625
0,4.004555555555555
1,4.696750000000001
2,6.907142857142857
3,7.600750000000001
0,3.1915555555555555
1,12.530999999999999
2,9.2975
3,7.684900000000001
0,3.9379999999999997
1,4.7202
2,5.2785
3,5.699571428571429
0,3.7552222222222227
1,5.2474
2,7.632599999999999
3,8.9429
0,4.4186
1,5.1265
2,6.6985
3,8.705875
0,2.7681111111111116
1,3.2476666666666665
2,4.341222222222222
3,4.919857142857142
0,3.3941111111111106
1,6.280333333333334
2,11.479
3,9.3606
0,3.2306
1,4.166
2,4.832285714285715
3,5.8790000000000004
0,2.8018888888888887
1,4.3896999999999995
2,5.767111111111111
3,6.203
0,2.7795714285714284
1,5.241777777777778
2,4.638833333333333
3,7.166124999999999
0,3.2987
1,5.2607
2,9.393
3,9.352500000000001
0,3.4474444444444448
1,7.042
2,7.801700000000001
3,8.4608
0,2.5848999999999998
1,2.9702999999999995
2,3.9255555555555555
3,4.986000000000001
0,3.4038000000000004
1,4.3726666666666665
2,5.966428571428572
3,7.335666666666666
0,3.4974999999999996
1,4.0845
2,5.319333333333334
3,6.545444444444445
0,4.0236
1,6.5419
2,6.948222222222223
3,8.641375
0,3.8259
1,4.4001
2,7.1733
3,8.189499999999999
0,3.7317
1,4.682875
2,8.4434
3,8.848875
0,3.1875999999999998
1,3.6501999999999994
2,5.996250000000001
3,5.885000000000001
0,4.834444444444444
1,6.7783750000000005
2,6.1038
3,9.399500000000002
0,3.5159999999999996
1,4.52625
2,6.3806666666666665
3,8.199571428571428
0,3.2738
1,4.851222222222222
2,6.481374999999999
3,7.626
0,3.47375
1,4.90888888888889
2,6.706125
3,6.2556666666666665
0,2.884888888888889
1,3.5217777777777775
2,5.607285714285715
3,9.951374999999999
0,4.309500000000001
1,6.224555555555557
2,8.646666666666668
3,12.555000000000001
0,3.345111111111111
1,6.453714285714285
2,8.926375
3,10.418999999999999
0,3.41725
1,6.127
2,8.27425
3,8.5258
0,3.7798000000000003
1,4.913125
2,6.095000000000001
3,7.549200000000001
0,2.376
1,2.944625
2,4.589111111111111
3,5.19211111111111
0,3.540099999999999
1,4.456222222222222
2,6.522777777777779
3,8.052444444444443
0,3.1536666666666666
1,6.199599999999999
2,7.369777777777776
3,10.358444444444444
0,3.0251
1,4.991666666666666
2,7.128749999999999
3,8.63975
0,3.4772999999999996
1,4.477555555555556
2,5.469555555555557
3,5.8758
0,4.8484
1,6.186857142857143
2,7.216999999999999
3,10.1584
0,5.8437
1,8.05011111111111
2,9.8243
3,11.6827
0,3.0151250000000003
1,4.0992
2,5.9474
3,7.211
0,2.743875
1,3.920333333333334
2,4.897166666666666
3,7.181
0,2.9755555555555553
1,4.404
2,5.952
3,9.827111111111112
0,2.6969000000000003
1,3.251
2,4.8183333333333325
3,8.578600000000002
0,2.625571428571429
1,4.876222222222222
2,6.3309
3,7.742499999999998
0,2.6532
1,5.374142857142858
2,5.856
3,7.852833333333333
0,3.6310000000000002
1,7.0926
2,6.98725
3,9.9004
0,2.6795
1,4.0591
2,6.531666666666665
3,5.21775
0,3.3192999999999997
1,4.463888888888889
2,6.172000000000001
3,7.440125000000001
0,6.050333333333334
1,6.459111111111111
2,12.177714285714286
3,15.7865
0,3.6421
1,4.211
2,8.158777777777779
3,14.744
0,3.7317777777777774
1,5.899900000000001
2,10.132
3,14.362199999999998
0,3.229888888888889
1,5.239285714285715
2,9.140333333333334
3,17.33311111111111
0,3.2281
1,4.013666666666667
2,4.9595
3,7.594142857142858
0,3.1526
1,3.536125
2,3.4766250000000003
3,5.144714285714286
0,4.186777777777778
1,4.494111111111112
2,6.5708
3,8.244714285714286
0,4.5870999999999995
1,7.560300000000001
2,13.5451
3,8.806700000000001
0,3.0728
1,4.5525
2,4.9033
3,7.115875
0,3.9881111111111105
1,4.0908750000000005
2,5.4935
3,7.975666666666665
