solving_time,carries
25.95,3
29.975,6
9.398,0
18.79,1
26.814,8
28.95,8
21.326,6
20.566,5
34.759,6
23.358,12
14.382,2
37.103,3
45.239,0
24.631,1
27.878,5
28.919,6
17.166,0
24.374000000000002,8
24.318,2
4.982,0
13.677999999999999,3
21.246,5
10.83,2
18.206,2
23.334,8
20.51,4
29.781999999999996,6
16.398,1
25.494,8
26.31,4
58.247,1
82.743,12
9.942,12
110.44,1
59.446999999999996,8
25.366,1
49.527,2
49.647,8
67.655,5
22.342,5
30.934,4
48.126999999999995,6
31.967,2
27.804000000000002,8
33.238,6
9.15,0
21.134,2
48.023,3
7.757999999999999,3
41.135,6
54.99100000000001,5
38.318000000000005,2
37.214,3
6.766,3
21.99,12
57.615,5
46.935,4
16.35,12
38.111,6
4.486000000000001,0
54.031000000000006,1
61.678999999999995,4
82.088,5
2.133,0
24.182,4
20.358,1
17.518,0
29.574,4
21.326,6
27.359,0
75.896,8
7.15,12
59.647,8
46.295,3
23.535,2
55.681000000000004,12
42.809,6
44.498999999999995,0
42.273,6
34.953,8
35.806,12
47.907,5
26.401,0
35.224000000000004,0
39.065,2
31.265,4
34.913000000000004,1
23.096999999999998,1
30.712,2
19.944000000000003,3
28.896,5
30.849,1
29.361,0
27.601,8
28.128,6
27.427,2
26.695999999999998,8
25.289,3
22.728,3
19.089000000000002,2
18.273,2
24.088,0
18.992,6
28.584,12
31.592,4
20.296,1
24.664,5
17.432000000000002,4
20.272000000000002,6
21.44,8
28.768,12
18.712,3
22.896,5
26.104,3
24.64,5
18.16,4
23.256,4
28.761,8
19.209,1
25.448,12
72.847,8
52.055,12
38.806999999999995,6
28.206999999999997,6
31.455,0
34.318000000000005,4
24.118000000000002,3
35.903,12
41.687,12
19.75,0
36.438,5
31.51,5
34.23,2
32.766,5
39.583,8
43.766000000000005,1
44.678999999999995,5
21.518,1
7.23,12
20.75,0
39.47,3
29.614,4
23.174,2
45.455,1
19.805999999999997,4
19.086,1
20.27,3
19.494,2
28.454,2
17.398,3
23.502,1
47.287,12
3.694,0
54.727,8
24.974,2
24.054000000000002,4
27.166999999999998,4
12.918,8
16.894000000000002,0
27.134,6
35.479,8
7.102,6
23.822,3
22.414,5
26.886999999999997,6
18.777,0
26.416999999999998,8
69.931,12
23.153000000000002,5
27.369,8
23.497,4
20.249000000000002,3
10.152000000000001,2
26.737,1
22.545,1
26.889,12
18.862000000000002,0
14.56,3
22.441,1
10.296,0
23.385,2
32.617,8
18.944000000000003,5
15.584000000000001,6
6.297999999999999,12
33.881,6
8.4,2
19.049,3
13.864,1
18.369,4
23.913,3
23.913,6
21.729,1
22.993000000000002,2
14.088,6
25.449,5
10.712,12
10.952,0
17.664,5
15.056,3
19.168,4
20.689,6
5.984,0
16.641,2
19.112000000000002,4
37.225,5
20.929000000000002,4
30.529,8
21.576999999999998,8
7.555,12
49.313,6
20.991999999999997,1
33.36,8
11.376,0
17.088,0
19.4,1
22.496,2
36.512,12
48.24100000000001,3
56.696999999999996,8
32.097,12
14.04,2
13.568,1
41.873000000000005,4
32.6,2
10.968,0
33.872,5
23.392,5
23.618000000000002,5
30.680999999999997,4
2.9760000000000004,0
24.855999999999998,6
18.616,3
12.015999999999998,3
2.3280000000000003,0
37.784,6
16.2,4
21.568,5
19.144000000000002,6
12.776,1
25.04,4
22.471999999999998,3
22.368000000000002,4
25.24,3
22.624000000000002,2
12.76,12
34.832,5
8.68,12
30.329,1
9.968,2
42.665,8
10.158999999999999,12
25.779,8
20.631999999999998,6
24.944000000000003,8
17.678,2
21.534000000000002,6
13.885,5
33.438,5
12.11,1
50.558,12
4.158,0
16.422,2
36.976,8
23.83,2
24.006,8
13.895999999999999,1
11.071,12
49.341,8
22.894000000000002,6
33.406,12
26.614,2
28.006,3
26.802,8
6.461,0
21.805999999999997,4
15.478,4
18.798,1
18.854,6
9.742,2
11.437999999999999,4
17.774,4
5.273,0
17.285999999999998,4
20.294,8
6.03,0
16.838,5
2.781,0
13.677999999999999,3
4.974,12
2.758,12
24.99,5
9.198,3
7.181,3
17.19,6
11.92,3
8.646,1
15.694,1
21.838,6
20.477999999999998,5
37.544000000000004,2
27.456,3
37.728,1
17.936,0
21.96,4
20.24,1
28.272,3
26.855999999999998,5
26.311999999999998,4
52.248000000000005,12
11.944,0
25.04,4
35.88,6
28.56,8
22.776,8
28.016,6
22.08,12
7.306,12
29.511999999999997,5
15.672,1
23.658,3
19.832,1
26.6,8
16.104,6
28.377,5
18.184,8
21.241999999999997,2
3.2960000000000003,0
26.128,5
10.944,4
2.424,0
3.3280000000000003,0
10.152000000000001,12
19.727999999999998,2
13.312000000000001,6
6.2,2
15.968,6
35.472,8
16.152,2
20.808000000000003,4
14.087,5
20.08,1
6.664,12
16.16,3
13.168,3
51.619,12
61.403999999999996,3
88.295,8
36.865,0
47.744,1
51.442,5
24.712,0
67.604,4
42.578,4
34.0,5
38.424,8
77.804,5
20.145,0
20.951999999999998,2
33.244,6
59.603,12
19.61,0
29.052,1
53.54600000000001,12
37.213,2
43.784,3
30.934,6
41.29,2
46.91,8
24.491,1
29.565,3
33.579,3
52.96,5
27.872,1
49.132,12
29.383000000000003,2
37.662,6
68.867,5
40.818000000000005,4
40.056,4
31.875,12
27.506999999999998,1
30.39,3
55.11600000000001,4
54.927,8
15.558,6
55.848,6
40.979,8
30.697,0
12.062999999999999,2
124.12200000000001,2
137.683,0
111.538,5
47.097,1
46.349,3
57.641000000000005,6
37.537,1
49.393,8
43.465,6
52.433,4
41.305,12
35.881,4
51.986999999999995,2
61.073,12
44.281000000000006,6
40.121,5
44.073,8
31.993000000000002,0
38.080999999999996,12
12.304,12
30.128,4
30.2,3
24.144000000000002,0
22.12,1
34.657,8
26.601,1
32.363,4
28.987,5
23.68,6
23.436,0
37.769,8
28.096999999999998,0
26.784000000000002,3
26.969,2
24.008000000000003,3
24.769000000000002,5
47.68899999999999,3
8.943999999999999,12
35.801,2
33.080999999999996,4
49.817,5
46.681000000000004,8
29.673000000000002,2
29.737,1
40.673,6
76.305,6
35.495,4
40.943000000000005,3
51.911,1
48.351000000000006,8
31.935,1
36.145,4
40.279,5
42.871,0
31.711,2
36.423,6
42.951,3
34.623000000000005,1
25.695,2
34.334,8
33.150999999999996,2
27.127,4
34.847,0
36.199,6
50.136,8
27.910999999999998,2
37.263000000000005,5
51.976000000000006,12
36.071,6
21.558000000000003,0
29.230999999999998,1
35.543,4
30.415,6
22.285999999999998,3
36.719,3
28.655,0
44.391000000000005,0
33.159,3
23.59,12
46.023,8
13.774000000000001,12
43.367,4
13.694,12
39.551,5
41.823,8
22.094,1
28.526999999999997,5
12.43,12
37.039,2
30.711,5
24.046,5
29.814,3
30.061999999999998,3
70.333,6
20.422,4
29.999000000000002,5
33.175,6
32.687,2
22.27,1
37.967,12
26.644000000000002,4
50.463,5
25.615,3
25.23,0
21.805,2
27.166999999999998,2
23.358,2
25.701999999999998,5
25.183000000000003,8
24.502,5
26.398000000000003,4
22.494,8
28.294,0
25.079,12
29.838,0
16.79,0
20.605999999999998,1
33.478,4
21.901999999999997,2
23.389,1
34.015,6
28.894000000000002,12
26.726,3
19.214000000000002,3
24.238000000000003,6
34.638000000000005,8
10.542,12
7.462000000000001,12
24.846,8
27.831,6
17.006,1
9.189,0
23.934,1
31.598000000000003,8
25.726999999999997,4
22.95,1
47.201,12
15.87,4
23.983,5
8.487,12
20.482,4
45.126999999999995,12
18.198,6
16.502,3
55.799,8
19.637999999999998,5
12.934000000000001,2
21.263,3
7.2860000000000005,0
14.446,0
20.774,6
23.454,5
29.023000000000003,8
5.292000000000001,12
23.614,5
13.645999999999999,6
14.718,4
16.997,0
17.192999999999998,2
38.424,8
22.99,6
21.590999999999998,5
17.782,1
23.67,2
19.078,1
20.166,3
14.085999999999999,1
13.462,3
14.19,4
18.625,1
22.182,8
12.342,2
5.2860000000000005,0
17.142,8
14.198,2
20.574,4
6.246,12
17.094,3
3.638,0
14.633,6
35.558,1
24.805999999999997,5
24.221999999999998,2
27.334,8
16.201,2
15.982000000000001,2
46.333999999999996,12
12.085999999999999,0
19.366,3
23.358,2
38.591,3
24.55,6
6.909,12
6.478,12
24.326,5
45.223,5
30.47,2
17.342,1
22.701999999999998,4
13.502,1
26.261999999999997,5
15.582,3
13.51,3
13.134,6
13.702,0
13.605,4
16.062,4
8.902000000000001,6
1.966,0
5.332999999999999,12
5.814,6
34.501999999999995,8
5.87,8
16.998,4
26.447,5
12.165,1
6.157,12
8.605,6
3.1180000000000003,0
4.598,0
7.11,8
19.766,3
12.206,1
13.902000000000001,4
4.173,8
