solving_time,carries
368.76830335716784,1
139.66133634532167,2
114.43083523664484,3
46.08946747664894,0
109.87532809202261,2
20.86772695863481,0
63.479239942177955,2
22.479675640578062,0
21.918997838163016,0
52.47593806978277,2
17.854083770653972,1
42.86557011276245,1
26.75484388399275,3
27.17535223580403,3
44.13585575885903,2
24.021539597219423,2
14.27976278025808,3
23.45210120414165,1
19.46603245259721,0
21.007896409238576,2
64.03991774459298,2
17.223321242937047,0
34.32399421659581,1
49.5323796071038,3
22.12925201406866,2
21.428404761049855,0
64.03115715393025,3
54.29814092763164,1
32.98362384519735,1
37.60921571512144,1
22.97026871769122,3
33.96480999942367,3
62.13886957077949,1
17.994253221257733,0
34.18382476599204,3
368.90847280777166,2
30.8197579515018,1
18.41476157306901,0
18.13442267186149,0
30.118910698483,3
1377.99646427566,2
1859.757347457907,0
441.3034096332734,2
563.309726179118,2
790.9156418868915,0
342.5648013773454,1
394.05952116640754,2
217.57544530715253,3
309.3039106808621,3
199.36026021160086,3
382.0714310779329,2
153.29094355744715,1
114.34363376767492,3
116.43176143471872,3
468.8778812364678,0
102.2623236940644,1
213.23139399982037,1
93.46235709723699,3
110.16737843358734,1
68.70312904514628,0
274.1040442935524,2
214.89070973523908,1
148.07062438983766,0
81.23189504740905,3
152.5265396793329,1
68.70312904514628,0
160.43159441885584,2
52.8930195661004,3
244.72110497872185,1
214.7229137619945,0
305.70561925461703,0
189.51622978125152,2
514.686181932241,2
162.3892141067094,2
81.8285029522787,3
87.1979740961056,3
90.49796156991589,0
116.73006538715356,0
83.9166306193225,1
100.32334800323802,1
1069.4148451624949,1
956.9873134993493,2
1142.534380570081,3
781.9959424569903,0
2308.7618224425073,1
76.05514317879087,3
66.74864194667495,1
54.23587407083225,1
38.07962137257282,2
51.237806559815034,2
74.22299081094702,0
79.24058990924667,2
99.89394387403192,1
112.03195331099745,3
141.17983189033149,2
87.048057385854,3
51.07124725364742,3
86.3818201611835,0
68.39341509508021,0
53.403077539994136,2
56.94246279605613,0
62.58465929248437,2
56.755083576617565,1
153.85915907234178,3
34.415316636885116,0
55.06867060167037,0
40.911129577422415,0
108.700767187645,3
80.73962366475527,1
71.22492329992981,0
85.07016562511348,3
122.19207098722245,3
34.602695856323685,0
76.05514317879087,1
74.0564315047794,2
77.07531892906756,1
94.89716468900323,2
144.5318379269549,2
107.53485204447163,1
107.03517412596877,3
134.1342822501348,3
76.96193302840551,0
78.36030909465602,1
200.24598841894203,3
128.73113284231866,2
35.31082600799085,0
39.13256583303153,0
100.38290180293643,3
26.342183698268933,0
35.259576623363856,0
40.640762009197005,2
43.503406207647025,2
27.18413787428364,2
25.214697236475317,3
19.072092421898432,1
36.18938688731054,3
45.27517064760841,1
25.888260577287088,2
18.03978338869779,0
26.473967830166885,1
19.335660685694343,2
23.882213236173776,3
21.08546110367274,1
213.14619066361962,2
26.905926929165734,3
131.68163312870067,0
19.328339345033346,0
38.65667869006669,3
86.22342896456732,2
27.879665237078402,1
31.467122160967165,1
18.684061366865567,1
23.852927873529786,3
205.75895793667314,0
32.38961108425284,2
20.68278736731788,1
19.299053982389356,2
23.01829503817607,0
14.108223453742141,3
25.258625280441304,1
375.94488701868613,1
43.896912759255564,2
31.72151579445945,0
29.22399846834742,3
21.3583417675129,3
53.59002116212327,1
18.80752376675824,2
148.00835910050472,0
25.447264950812162,2
37.14295584382457,2
25.142689667139965,3
21.73144649001134,1
25.409193040353134,1
36.952596291529446,0
27.944782276924187,2
52.00622968702785,2
37.20387090055901,3
27.57929193651755,0
35.315504141791386,0
23.92438853245117,3
57.671329963330734,2
17.589222632069447,1
25.447264950812162,0
26.787396198969837,2
22.5842572842935,3
29.878835328242644,1
62.07244281239401,1
13.75157405779975,1
16.79732689452173,1
13.865789789176825,3
21.487786263073584,0
16.675496781052853,0
27.82295216345531,3
48.655901566633666,2
50.14070607453563,1
14.604384852081907,0
35.498249311994705,2
23.92438853245117,3
13.203338547189793,0
23.855859093624925,3
808.982673123398,2
437.50456586223424,2
230.7754945831821,0
368.63085960842994,0
489.55117342902963,0
43.47787647918447,0
388.27821781876287,2
324.4377976998859,3
146.35662578933415,3
68.73876560675532,2
27.71680890386248,3
104.25514391004941,1
56.216273560609096,2
61.829804477847055,0
77.59087205316905,3
367.7672394673164,1
49.84707501989678,3
55.67651097241313,0
53.301555584350915,3
73.48867638287977,1
49.09140739642243,1
27.17704631566652,2
32.80407129760938,2
467.20500227771697,0
35.70529520916267,0
30.739479397759844,0
40.56315850292629,3
45.636926831968296,1
27.986690197960453,2
353.6254596565823,2
29.983811774285503,3
21.995325468985314,3
27.284998833305707,1
31.913463027086056,1
342.29044530446714,0
26.961141280388137,1
25.773663586357024,3
34.73372255040994,1
42.72220885571013,1
23.722565751212382,2
74.5546170499706,1
22.14891204767396,2
14.294876010241849,3
10.718315460634557,0
14.57145325613309,0
16.784071223263023,2
15.965705673776608,1
9.324063042991039,3
8.085148530574106,3
16.905310563927678,2
6.505248372537835,3
8.418556717401906,0
9.600640288882282,1
13.419679519818878,3
7.418332156918511,2
7.717641779184374,1
9.96056958148047,1
5.660361717281028,1
11.203272823293174,3
6.050600845045383,3
7.115233805256876,0
5.292854965891296,1
6.274135879395839,2
6.319600632145085,0
7.626712273685884,2
6.084699409607317,2
4.557841463111832,0
4.201700899909412,2
4.531320357341439,0
6.656797548368653,2
42.15340325734185,0
8.71786633966777,1
10.328076332870205,3
5.963460068942664,3
4.929136943897334,0
7.6229235442901135,1
6.171840185710037,3
9.93025974631431,1
8.479176387734231,0
62.18820430217591,2
1091.2300965077816,0
238.26119063923468,2
154.40802742201564,1
658.1580602664286,2
169.30704761185928,0
419.77373722893077,2
122.63986867011769,0
84.71509000506121,0
554.8499781236286,3
78.80473488842904,3
270.89127617897486,1
1050.2270078861459,1
63.782582300322254,2
131.50540134506596,3
318.91291150161123,1
172.26222517017536,0
61.68933152984836,1
77.20401371100782,0
148.49767230538347,3
46.913443738267915,0
127.31889980411817,3
251.92888684644657,3
81.8830448450083,3
158.71766136122662,2
171.38490683255026,2
94.93507906090434,2
111.80421762295869,1
37.67851386853013,0
106.54030759720817,3
89.51725353732486,3
108.11024567506358,1
143.57237637485665,2
53.36250309730146,2
119.97713055767663,0
108.23337807332676,1
85.20761959811391,3
50.23801849137351,1
149.34420754344276,1
47.405973331320595,2
151.82224705848904,0
562.7342883847735,2
38.34299742668639,1
117.33640891569186,3
25.429060700511673,2
23.82431415145026,0
17.747167456779806,0
16.389304992189377,0
46.68957859014784,3
29.834992054147754,1
12.818981309070487,0
41.15367777297147,1
24.735886155650828,1
17.83262733217361,1
31.04092585137142,2
22.618380354226588,0
30.974457059398464,1
27.100276041546046,1
21.630844016342643,0
202.27402951542186,1
24.50799315460069,3
16.389304992189377,2
88.56491753311143,0
145.37674358656975,2
49.129932809726434,3
27.404133376279574,2
19.124021004791082,0
24.365560028944348,3
34.16495907410045,3
12.277735431576401,3
16.009483323772475,0
28.83796017455338,1
22.010665684759548,3
34.38335653344018,2
17.984555999540373,2
15.62966165535557,0
39.70085989127682,2
13.654588979587675,1
33.78513740568355,3
19.048056671107698,3
18.59227066900742,2
70.00319150077402,2
125.69912528259789,2
47.35786378038941,3
13.135180263232483,2
22.511799908973742,1
12.462595731681422,3
10.44484213702824,3
19.8214617827695,0
84.35495849019446,0
17.4080702283804,3
8.872181247077965,1
9.060109277952526,3
11.829574996103952,3
39.563795973591816,0
52.2242106851412,2
9.257928257820485,2
31.383981156051707,1
8.971090737011945,2
6.448898743695466,1
5.459803844355671,2
4.826783108778201,1
29.83110216408823,0
6.646717723563426,1
5.064165884619753,0
6.409334947721875,3
6.211515967853915,1
14.480349326334604,2
5.430130997375476,0
12.264776751813462,0
7.675376418876811,0
9.979967534338536,2
5.632895451740135,1
7.358866051088079,3
10.29647790212727,3
10.68222491286979,1
14.59904071425538,2
10.009640381318729,3
9.218364461846894,0
8.664471318216606,1
10.810807249783963,0
904.0862410498823,2
3346.4712294407273,0
538.9629528467958,0
1010.5959161222693,3
825.8191661266728,0
973.1237080812042,3
1222.8768976356919,2
541.7318352143623,3
528.0720155343681,2
512.7508664338341,1
372.2762343192998,2
431.55339100495,1
545.0544940554419,2
678.5146241721413,1
728.9082832618495,0
724.4780714737434,3
557.975945104085,1
358.9855989549811,0
159.6260684902018,0
363.04662642741187,3
301.5774378674382,3
262.92845482015747,1
92.06533872158214,0
89.85023282752903,1
292.34782997555027,3
900.2098057352896,3
114.95476629346422,0
73.97530725348179,1
447.9590190327809,0
386.3052383149695,3
819.7276249180267,1
255.42939840799855,2
98.34147208806591,1
412.3327325700934,3
113.10884471508662,0
167.56353127722542,2
