solving_time,operator
18.633,add
11.856,add
9.696,add
1.6880000000000002,add
3.864,add
4.5680000000000005,add
5.104,add
6.824,add
4.712,add
2.227,add
3.44,add
4.515,add
1.976,add
3.08,add
7.457999999999999,add
10.68,add
